"DATASET: Participation rate in education and training (last 4 weeks) by sex and age [trng_lfse_01]"

"LAST UPDATE: 01.07.19 12:00:58"

"EXTRACTION DATE: 01.10.19 14:41:13"

"SOURCE OF DATA: Eurostat"

"TIME"
"2009"
"2010"
"2011"
"2012"
"2013"
"2014"
"2015"
"2016"
"2017"
"2018"

"GEO"
"European Union - 28 countries"
"European Union - 15 countries (1995-2004)"
"Euro area (19 countries)"
"Belgium"
"Bulgaria"
"Czechia"
"Denmark"
"Germany (until 1990 former territory of the FRG)"
"Estonia"
"Ireland"
"Greece"
"Spain"
"France"
"Croatia"
"Italy"
"Cyprus"
"Latvia"
"Lithuania"
"Luxembourg"
"Hungary"
"Malta"
"Netherlands"
"Austria"
"Poland"
"Portugal"
"Romania"
"Slovenia"
"Slovakia"
"Finland"
"Sweden"
"United Kingdom"
"Iceland"
"Norway"
"Switzerland"
"Montenegro"
"North Macedonia"
"Serbia"
"Turkey"

"UNIT"
"Percentage"

"SEX"
"Total"
"Males"
"Females"

"AGE"
"From 25 to 64 years"

"No footnotes available"

"Available flags:"
"b","break in time series"
"c","confidential"
"d","definition differs, see metadata"
"e","estimated"
"f","forecast"
"n","not significant"
"p","provisional"
"r","revised"
"s","Eurostat estimate"
"u","low reliability"
"z","not applicable"

"Special value:"
":","not available"

